customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
PE39479,WASHINGTON,M,COLLEGE,1832141.9,88592.0,76.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,199.79727
JH62891,OREGON,F,COLLEGE,517870.42,66943.0,65.0,1/1/00,SPECIAL AUTO,FOUR-DOOR CAR,53.084753
FI20423,ARIZONA,F,HIGH SCHOOL OR BELOW,1402435.84,81872.0,115.0,1/0/00,SPECIAL AUTO,FOUR-DOOR CAR,256.43803
PM13394,WASHINGTON,F,COLLEGE,530943.59,22404.0,70.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,211.136067
YV67971,CALI,F,HIGH SCHOOL OR BELOW,494980.38,21342.0,62.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,74.350893
QD31377,CALI,M,BACHELOR,859566.53,34621.0,108.0,1/1/00,CORPORATE AUTO,SUV,621.464468
YG10247,OREGON,M,COLLEGE,2295189.2,62396.0,64.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,307.2
FE73696,OREGON,M,HIGH SCHOOL OR BELOW,379213.03,97212.0,93.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,360.05589
SW19699,ARIZONA,F,BACHELOR,275574.8,49648.0,70.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,65.954813
QJ40732,ARIZONA,M,COLLEGE,488033.96,97984.0,61.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,407.450118
HM76207,CALI,F,COLLEGE,905190.53,26308.0,114.0,1/0/00,CORPORATE AUTO,SUV,547.2
NT59303,OREGON,F,COLLEGE,1011544.62,63528.0,256.0,1/0/00,PERSONAL AUTO,LUXURY CAR,1228.8
PU41393,NEVADA,M,COLLEGE,826907.54,20225.0,114.0,1/1/00,SPECIAL AUTO,SUV,547.2
QO86948,NEVADA,M,HIGH SCHOOL OR BELOW,807165.3,0.0,112.0,1/0/00,PERSONAL AUTO,SUV,806.4
QN10888,OREGON,F,HIGH SCHOOL OR BELOW,772699.36,87620.0,64.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,24.063693
VY19543,CALI,F,BACHELOR,831113.59,0.0,72.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,311.329282
XC15133,NEVADA,F,MASTER,257402.04,34990.0,65.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,42.689135
ST43550,OREGON,M,BACHELOR,572732.71,99934.0,71.0,1/0/00,SPECIAL AUTO,FOUR-DOOR CAR,460.323855
FX36546,WASHINGTON,M,MASTER,367914.21,60804.0,92.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,213.225001
JX68983,OREGON,M,BACHELOR,274451.96,94648.0,69.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,331.2
HX78576,CALI,F,HIGH SCHOOL OR BELOW,563674.03,24516.0,71.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,300.607591
ZQ11381,ARIZONA,M,BACHELOR,1687038.82,61063.0,85.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,262.504882
ON39271,CALI,M,MASTER,273800.2,0.0,74.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,263.365432
SB18278,OREGON,M,BACHELOR,464470.05,0.0,64.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,307.2
ZT30559,CALI,F,HIGH SCHOOL OR BELOW,474668.65,15169.0,63.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,302.4
XI41106,ARIZONA,M,COLLEGE,1687432.82,55390.0,71.0,1/0/00,CORPORATE AUTO,TWO-DOOR CAR,256.268091
ZS88847,OREGON,F,BACHELOR,238760.61,27592.0,62.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,297.6
RU49126,WASHINGTON,F,COLLEGE,446533.57,61846.0,112.0,1/0/00,PERSONAL AUTO,SUV,215.8182
KR62797,ARIZONA,F,HIGH SCHOOL OR BELOW,459162.59,83297.0,113.0,1/0/00,PERSONAL AUTO,SUV,542.4
ZJ73220,ARIZONA,F,COLLEGE,1309258.58,0.0,188.0,1/0/00,SPECIAL AUTO,LUXURY CAR,1353.6
FY62633,OREGON,M,BACHELOR,911226.66,0.0,90.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,432.0
CU36986,CALI,F,HIGH SCHOOL OR BELOW,416516.66,55897.0,104.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,499.2
WZ53904,ARIZONA,M,BACHELOR,265998.06,21297.0,71.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,45.507952
AA71604,ARIZONA,F,MASTER,1198659.21,87560.0,98.0,1/1/00,PERSONAL AUTO,TWO-DOOR CAR,470.4
TD10493,OREGON,F,HIGH SCHOOL OR BELOW,289873.27,0.0,96.0,1/4/00,PERSONAL AUTO,FOUR-DOOR CAR,691.2
LY97989,OREGON,F,BACHELOR,289424.39,0.0,85.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,408.0
VX39856,ARIZONA,F,DOCTOR,350045.44,89398.0,86.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,82.409922
TP51897,CALI,F,COLLEGE,262180.86,36843.0,68.0,1/3/00,CORPORATE AUTO,FOUR-DOOR CAR,357.642982
QQ89253,OREGON,F,COLLEGE,1022180.5,0.0,134.0,1/0/00,PERSONAL AUTO,SUV,643.2
EI91403,CALI,M,HIGH SCHOOL OR BELOW,257827.1,34946.0,65.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,420.35698
QG15435,ARIZONA,F,COLLEGE,624259.57,75680.0,78.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,136.787725
FZ55002,NEVADA,F,DOCTOR,522028.1,0.0,69.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,331.2
HX77930,WASHINGTON,F,COLLEGE,313643.21,49532.0,79.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,220.186677
UN37063,ARIZONA,M,BACHELOR,452536.58,10269.0,65.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,170.798204
VB87946,CALI,M,COLLEGE,497035.73,49714.0,63.0,1/3/00,PERSONAL AUTO,FOUR-DOOR CAR,266.165535
AB60627,CALI,M,HIGH SCHOOL OR BELOW,1546778.9,77517.0,129.0,1/0/00,CORPORATE AUTO,SUV,98.921782
TA34903,OREGON,M,HIGH SCHOOL OR BELOW,583889.92,81082.0,73.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,281.295903
AQ51368,OREGON,F,BACHELOR,1065688.2,72540.0,88.0,1/0/00,CORPORATE AUTO,TWO-DOOR CAR,631.743039
NZ26102,OREGON,F,HIGH SCHOOL OR BELOW,228961.87,0.0,65.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,468.0
GB45753,CALI,M,HIGH SCHOOL OR BELOW,543980.42,61546.0,68.0,1/0/00,CORPORATE AUTO,TWO-DOOR CAR,29.209521
BV79904,CALI,F,MASTER,795615.01,44818.0,67.0,1/1/00,PERSONAL AUTO,TWO-DOOR CAR,136.883999
OB49075,ARIZONA,M,BACHELOR,445811.34,17622.0,65.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,312.0
DS97676,OREGON,F,COLLEGE,255505.15,0.0,72.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,518.4
JO63462,CALI,M,BACHELOR,330799.9,79797.0,84.0,1/0/00,CORPORATE AUTO,TWO-DOOR CAR,31.755601
NJ10602,WASHINGTON,F,COLLEGE,845905.32,92717.0,70.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,224.27582
RS24501,OREGON,F,COLLEGE,1335012.09,28919.0,173.0,1/0/00,PERSONAL AUTO,SUV,830.4
VT78274,ARIZONA,M,COLLEGE,493122.13,0.0,68.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,480.159011
SU56153,NEVADA,M,BACHELOR,777683.52,63568.0,65.0,1/0/00,CORPORATE AUTO,TWO-DOOR CAR,390.792553
MN20737,NEVADA,F,COLLEGE,255367.22,73935.0,64.0,1/1/00,CORPORATE AUTO,FOUR-DOOR CAR,72.071195
KL43114,ARIZONA,F,HIGH SCHOOL OR BELOW,487646.97,0.0,66.0,1/0/00,CORPORATE AUTO,TWO-DOOR CAR,316.8
YQ15567,OREGON,F,BACHELOR,903430.58,18846.0,115.0,1/0/00,PERSONAL AUTO,SUV,552.0
TR88637,ARIZONA,F,HIGH SCHOOL OR BELOW,810591.08,38893.0,103.0,1/0/00,PERSONAL AUTO,SUV,41.965252
TC88986,OREGON,M,HIGH SCHOOL OR BELOW,561968.91,0.0,153.0,1/0/00,SPECIAL AUTO,SUV,1027.000029
XX88577,CALI,M,BACHELOR,1572713.06,84824.0,196.0,1/0/00,CORPORATE AUTO,SUV,319.820747
NE49052,CALI,F,HIGH SCHOOL OR BELOW,661801.64,20068.0,86.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,411.011162
KX17826,OREGON,M,DOCTOR,467004.8,0.0,125.0,1/0/00,CORPORATE AUTO,SUV,600.0
CC91503,ARIZONA,F,HIGH SCHOOL OR BELOW,1016936.98,0.0,135.0,1/0/00,PERSONAL AUTO,SPORTS CAR,648.0
WH32183,CALI,M,BACHELOR,832307.4,97245.0,70.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,4.110585
ES90681,CALI,F,COLLEGE,241776.0,51808.0,61.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,351.149904
DW96592,CALI,M,BACHELOR,804487.24,71391.0,67.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,284.000172
MT23134,OREGON,M,HIGH SCHOOL OR BELOW,532572.45,0.0,73.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,496.474767
BM69081,ARIZONA,M,BACHELOR,694752.4,0.0,100.0,1/0/00,PERSONAL AUTO,SUV,925.137143
MB90871,OREGON,F,COLLEGE,584741.52,23496.0,77.0,1/0/00,SPECIAL AUTO,FOUR-DOOR CAR,13.164097
QL77686,NEVADA,F,COLLEGE,472478.61,23986.0,119.0,1/0/00,CORPORATE AUTO,SUV,463.335061
ON77827,ARIZONA,F,MASTER,279022.8,22974.0,71.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,180.667969
KP18988,OREGON,F,HIGH SCHOOL OR BELOW,2153133.28,0.0,101.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,484.8
TI92884,ARIZONA,M,BACHELOR,1262283.27,61844.0,106.0,1/0/00,PERSONAL AUTO,SPORTS CAR,508.8
JH73503,ARIZONA,M,DOCTOR,2017196.15,24804.0,73.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,350.4
YE97964,CALI,F,BACHELOR,1646436.59,27760.0,104.0,1/0/00,PERSONAL AUTO,SUV,302.764283
VA30351,OREGON,F,HIGH SCHOOL OR BELOW,559538.99,74454.0,71.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,340.8
PV55726,OREGON,F,MASTER,417068.73,29462.0,107.0,1/1/00,PERSONAL AUTO,SUV,513.6
UC88305,ARIZONA,F,COLLEGE,266544.71,52266.0,68.0,1/0/00,CORPORATE AUTO,TWO-DOOR CAR,141.922839
TS53809,OREGON,M,BACHELOR,709891.41,0.0,70.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,349.783046
ZV32120,CALI,M,DOCTOR,397134.51,23599.0,103.0,1/0/00,CORPORATE AUTO,SUV,494.4
FB80807,OREGON,M,BACHELOR,552821.28,36088.0,72.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,345.6
AS55677,CALI,F,HIGH SCHOOL OR BELOW,833899.58,70534.0,104.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,54.065538
WA15684,OREGON,M,COLLEGE,3844585.59,27398.0,125.0,1/1/00,PERSONAL AUTO,SUV,600.0
SA50567,NEVADA,M,BACHELOR,544855.52,85296.0,68.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,342.515136
KJ31611,ARIZONA,M,HIGH SCHOOL OR BELOW,1080806.6,31063.0,92.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,441.6
VL37375,CALI,M,BACHELOR,618509.65,0.0,92.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,1027.177255
KN21017,NEVADA,M,HIGH SCHOOL OR BELOW,320822.59,52367.0,81.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,275.989978
PX44289,ARIZONA,M,COLLEGE,548010.41,58651.0,71.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,472.599683
AM97901,NEVADA,F,COLLEGE,2298615.39,84831.0,192.0,1/0/00,SPECIAL AUTO,SPORTS CAR,1336.931716
RE42925,OREGON,M,BACHELOR,1310792.59,49088.0,114.0,1/1/00,CORPORATE AUTO,SUV,547.2
TR81766,CALI,F,COLLEGE,746292.63,70263.0,93.0,1/0/00,CORPORATE AUTO,TWO-DOOR CAR,7.345946
CH85057,OREGON,F,DOCTOR,1146399.1,45354.0,285.0,1/0/00,PERSONAL AUTO,LUXURY SUV,540.141566
UP71482,ARIZONA,M,HIGH SCHOOL OR BELOW,723613.25,0.0,63.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,383.363758
EG40670,CALI,F,BACHELOR,623268.79,28334.0,83.0,1/0/00,SPECIAL AUTO,FOUR-DOOR CAR,537.765151
HV83672,OREGON,F,BACHELOR,2839332.99,38772.0,90.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,321.873474
MG10140,OREGON,F,COLLEGE,374675.16,41479.0,94.0,1/1/00,PERSONAL AUTO,TWO-DOOR CAR,19.575683
TC44716,CALI,M,BACHELOR,2156933.73,23909.0,119.0,1/0/00,PERSONAL AUTO,SUV,571.2
QO65264,CALI,M,COLLEGE,501208.37,48328.0,63.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,108.138715
EB66698,CALI,M,HIGH SCHOOL OR BELOW,337185.84,86689.0,85.0,1/0/00,CORPORATE AUTO,TWO-DOOR CAR,408.0
OT52034,CALI,M,BACHELOR,386477.68,24204.0,99.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,707.303416
CH85444,OREGON,M,COLLEGE,414571.19,25943.0,110.0,1/0/00,CORPORATE AUTO,TWO-DOOR CAR,1067.333126
PU85769,CALI,M,HIGH SCHOOL OR BELOW,515607.27,0.0,73.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,807.947292
UI73201,CALI,M,COLLEGE,366737.5,62375.0,92.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,618.630955
SL50592,CALI,F,HIGH SCHOOL OR BELOW,783568.35,0.0,71.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,404.272806
XP11075,ARIZONA,M,BACHELOR,1456726.84,0.0,148.0,1/0/00,PERSONAL AUTO,SUV,710.4
SI31236,OREGON,M,BACHELOR,1017133.9,70200.0,65.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,312.0
JN26745,NEVADA,F,BACHELOR,413577.52,0.0,112.0,1/0/00,SPECIAL AUTO,FOUR-DOOR CAR,707.977614
VK48036,OREGON,F,COLLEGE,551149.11,79027.0,70.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,336.0
JX76668,WASHINGTON,F,HIGH SCHOOL OR BELOW,1131424.39,62935.0,141.0,1/0/00,PERSONAL AUTO,SPORTS CAR,232.242326
DS45802,CALI,F,HIGH SCHOOL OR BELOW,541461.73,26893.0,68.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,68.226001
OA96690,OREGON,F,HIGH SCHOOL OR BELOW,742159.35,47406.0,94.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,287.149807
EM27919,CALI,M,BACHELOR,445811.34,17622.0,65.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,312.0
QO41043,OREGON,F,COLLEGE,1447612.49,27572.0,124.0,1/0/00,CORPORATE AUTO,SUV,595.2
OV50124,OREGON,F,COLLEGE,493688.84,0.0,72.0,1/2/00,PERSONAL AUTO,TWO-DOOR CAR,391.636628
PR31642,OREGON,F,BACHELOR,452527.65,32802.0,114.0,1/0/00,PERSONAL AUTO,SUV,547.2
BU41599,WASHINGTON,F,MASTER,558176.13,62739.0,70.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,239.328571
TK30357,CALI,F,BACHELOR,1413434.74,90844.0,118.0,1/0/00,PERSONAL AUTO,SUV,232.674417
NF31087,NEVADA,F,HIGH SCHOOL OR BELOW,2472318.31,44685.0,69.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,331.2
NH16984,CALI,F,BACHELOR,283806.78,0.0,80.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,336.50961
OS75493,CALI,F,HIGH SCHOOL OR BELOW,384848.36,42589.0,98.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,470.4
VT63298,OREGON,M,BACHELOR,1950447.39,0.0,72.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,345.6
QS75550,WASHINGTON,F,BACHELORS,248004.59,93383.0,62.0,1/0/00,CORPORATE AUTO,TWO-DOOR CAR,244.212286
SZ16483,ARIZONA,F,HIGH SCHOOL OR BELOW,436137.29,79583.0,109.0,1/2/00,PERSONAL AUTO,FOUR-DOOR CAR,523.2
VM92311,ARIZONA,F,HIGH SCHOOL OR BELOW,252907.75,89129.0,64.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,328.870868
NJ46849,ARIZONA,M,COLLEGE,250444.48,0.0,69.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,496.8
WZ31900,OREGON,F,BACHELOR,864970.06,94389.0,107.0,1/0/00,CORPORATE AUTO,SUV,85.063708
RG30482,OREGON,F,COLLEGE,1366835.53,0.0,197.0,1/0/00,PERSONAL AUTO,SUV,1418.4
ZM86949,OREGON,F,HIGH SCHOOL OR BELOW,2063508.46,84106.0,64.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,334.408717
QQ39596,ARIZONA,F,COLLEGE,251753.36,0.0,69.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,42.096415
FH51383,CALI,F,HIGH SCHOOL OR BELOW,532667.77,76717.0,66.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,300.528579
BJ53923,ARIZONA,M,HIGH SCHOOL OR BELOW,260027.21,51978.0,66.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,144.782152
CZ96653,OREGON,F,BACHELOR,853479.28,47325.0,107.0,1/0/00,PERSONAL AUTO,SUV,64.598216
FB23788,OREGON,M,HIGH SCHOOL OR BELOW,882883.5,86721.0,111.0,1/0/00,CORPORATE AUTO,SUV,532.8
NT43594,NEVADA,F,BACHELOR,224844.96,24910.0,63.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,347.857619
RJ85627,WASHINGTON,F,BACHELOR,1230276.24,43817.0,62.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,245.447622
KJ86296,OREGON,M,HIGH SCHOOL OR BELOW,455659.3,0.0,73.0,1/2/00,PERSONAL AUTO,FOUR-DOOR CAR,525.6
PI47776,OREGON,F,BACHELOR,253070.51,89451.0,63.0,1/0/00,CORPORATE AUTO,FOUR-DOOR CAR,61.769564
MD73554,CALI,M,COLLEGE,525198.4,59537.0,66.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,316.8
UX92071,OREGON,M,HIGH SCHOOL OR BELOW,674311.93,0.0,199.0,1/0/00,PERSONAL AUTO,LUXURY SUV,955.2
YG44474,OREGON,M,COLLEGE,1401472.13,54193.0,117.0,1/0/00,CORPORATE AUTO,SUV,720.752945
UH45301,OREGON,M,COLLEGE,943891.56,86946.0,118.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,340.656963
RY92647,CALI,F,BACHELOR,1050677.17,0.0,92.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,546.524896
IK12620,ARIZONA,F,HIGH SCHOOL OR BELOW,421391.86,12160.0,109.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,489.411833
GQ66762,CALI,M,COLLEGE,477368.64,33701.0,63.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,171.325856
YT69858,WASHINGTON,F,BACHELOR,544142.01,85702.0,67.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,249.085887
XD85577,CALI,M,BACHELOR,284226.69,69417.0,73.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,30.874869
TM65736,OREGON,M,MASTER,305955.03,38644.0,78.0,1/1/00,PERSONAL AUTO,FOUR-DOOR CAR,361.455219
VJ51327,CALI,F,HIGH SCHOOL OR BELOW,2031499.76,63209.0,102.0,1/2/00,PERSONAL AUTO,SUV,207.320041
GS98873,ARIZONA,F,BACHELOR,323912.47,16061.0,88.0,1/0/00,PERSONAL AUTO,FOUR-DOOR CAR,633.6
CW49887,CALIFORNIA,F,MASTER,462680.11,79487.0,114.0,1/0/00,SPECIAL AUTO,SUV,547.2
MY31220,CALIFORNIA,F,COLLEGE,899704.02,54230.0,112.0,1/0/00,PERSONAL AUTO,TWO-DOOR CAR,537.6
